record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0601,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-5-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.3,8.1,,35.87,30.68,5.19,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,sessile_drop,,,,,,unknown,smooth PIndole-5-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0602,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.8,9.5,,23.52,22.03,1.49,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,99.4,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0603,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.8,9.5,,23.52,22.03,1.49,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,66.8,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0604,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F6 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,6.8,9.5,,23.52,22.03,1.49,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,44.1,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F6 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0605,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.8,10.1,,35.76,30.39,5.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,81.1,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0606,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.8,10.1,,35.76,30.39,5.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,45.7,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0607,v3.4,verified,literature,Nanostructured superhydrophobic films synthesized by electrodeposition of fluorinated polyindoles,Sivakumar et al.,2015,10.3762/bjnano.6.212,https://doi.org/10.3762/bjnano.6.212,"Table 1 direct values; electrodeposited polyindole films measured with water, diiodomethane, sunflower oil, and hexadecane",smooth PIndole-6-F4 film,polymer,electrodeposited polyindole film,electrodeposition,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,fluorinated polyindole film,smooth_nanostructured,7.8,10.1,,35.76,30.39,5.37,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,hexadecane,nonpolar,27.5,27.5,0,27.5,0,0,3,0,2.1,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,sessile_drop,,,,,,unknown,smooth PIndole-6-F4 film; smooth-film Table 4 roughness/contact angles,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX010,unique_or_condition_distinct_keep
CA0608,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA film before composting,polymer,PLA,extruded_film_before_composting,PLA film before composting; month 0 before composting; Table 1/2,,smooth,,,,43.49,30.4,13.08,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,61.3,static,sessile_drop,,,,,,unknown,PLA film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0609,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA film before composting,polymer,PLA,extruded_film_before_composting,PLA film before composting; month 0 before composting; Table 1/2,,smooth,,,,43.49,30.4,13.08,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,36.7,static,sessile_drop,,,,,,unknown,PLA film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0610,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA film before composting,polymer,PLA,extruded_film_before_composting,PLA film before composting; month 0 before composting; Table 1/2,,smooth,,,,43.49,30.4,13.08,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,44.8,static,sessile_drop,,,,,,unknown,PLA film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0611,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA/Morin film before composting,polymer,PLA with morin,extruded_film_before_composting,PLA/Morin film before composting; month 0 before composting; Table 1/2,,smooth,,,,32.66,28.11,4.54,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,83.2,static,sessile_drop,,,,,,unknown,PLA/Morin film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0612,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA/Morin film before composting,polymer,PLA with morin,extruded_film_before_composting,PLA/Morin film before composting; month 0 before composting; Table 1/2,,smooth,,,,32.66,28.11,4.54,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,52.8,static,sessile_drop,,,,,,unknown,PLA/Morin film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0613,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PLA/Morin film before composting,polymer,PLA with morin,extruded_film_before_composting,PLA/Morin film before composting; month 0 before composting; Table 1/2,,smooth,,,,32.66,28.11,4.54,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,58.8,static,sessile_drop,,,,,,unknown,PLA/Morin film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
CA0614,v3.4,verified,literature,The Effect of Natural Additives on the Composting Properties of Aliphatic Polyesters,Plota et al.,2020,10.3390/polym12091856,https://doi.org/10.3390/polym12091856,"Table 2 direct values; PLA/PHA-based films measured with water, diiodomethane, and ethylene glycol before composting",PHA film before composting,polymer,PHA,extruded_film_before_composting,PHA film before composting; month 0 before composting; Table 1/2,,smooth,,,,38.52,27.08,11.44,,,,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,303.15,60,1,70,static,sessile_drop,,,,,,unknown,PHA film before composting; month 0 before composting; Table 1/2,A_high,no,source_disjoint_external,,none,2026-05-18,source_disjoint_external,SDX007,unique_or_condition_distinct_keep
